Yaw,Pitch,Roll,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
-026.089,+001.011,-177.185,+0.242,-0.160,-0.796,+00.1680,+00.5150,+10.0090,-00.001060,-00.000603,-00.000182
-026.080,+001.010,-177.187,+0.248,-0.160,-0.795,+00.1750,+00.4890,+09.9960,+00.000766,-00.000065,-00.000165
-026.084,+001.014,-177.182,+0.244,-0.163,-0.792,+00.1630,+00.5070,+09.9830,-00.000719,+00.001504,+00.000357
-026.100,+001.011,-177.185,+0.237,-0.171,-0.799,+00.1800,+00.4980,+09.9970,-00.001057,+00.000164,+00.001469
-026.117,+001.006,-177.189,+0.244,-0.156,-0.796,+00.1680,+00.4900,+10.0130,-00.000853,-00.000170,+00.000579
-026.124,+001.004,-177.189,+0.239,-0.170,-0.791,+00.2030,+00.4970,+10.0050,+00.000400,+00.000151,+00.001387
-026.107,+001.002,-177.189,+0.244,-0.163,-0.792,+00.1820,+00.4800,+09.9970,-00.000536,-00.000315,+00.000922
-026.114,+001.005,-177.189,+0.239,-0.153,-0.797,+00.1890,+00.4890,+10.0540,+00.000275,-00.000151,+00.000984
-026.120,+001.013,-177.187,+0.242,-0.166,-0.793,+00.1810,+00.4930,+10.0190,-00.000850,-00.001215,+00.000733
-026.099,+001.009,-177.187,+0.237,-0.168,-0.797,+00.1690,+00.4900,+10.0280,-00.000427,+00.000514,+00.000350
-026.101,+001.005,-177.179,+0.242,-0.167,-0.794,+00.1550,+00.5020,+10.0320,+00.000708,-00.000913,+00.000865
-026.109,+001.008,-177.174,+0.242,-0.161,-0.791,+00.1900,+00.5020,+09.9840,+00.000042,-00.000187,+00.000964
-026.080,+001.006,-177.174,+0.238,-0.163,-0.795,+00.1850,+00.4780,+09.9990,+00.000159,-00.000740,+00.000040
-026.076,+000.999,-177.176,+0.239,-0.162,-0.792,+00.1860,+00.4930,+09.9720,+00.000263,+00.000635,+00.000169
-026.043,+001.000,-177.179,+0.241,-0.174,-0.800,+00.1560,+00.4940,+10.0320,+00.000357,-00.000252,+00.000964
-026.030,+001.003,-177.183,+0.243,-0.166,-0.800,+00.1690,+00.4830,+09.9970,-00.000614,-00.000168,-00.000855
-026.051,+001.004,-177.179,+0.246,-0.149,-0.800,+00.1680,+00.4640,+10.0330,-00.000301,-00.000753,+00.001005
-026.049,+001.000,-177.180,+0.242,-0.167,-0.796,+00.1780,+00.5000,+10.0050,-00.000050,+00.000125,+00.000394
-026.042,+001.009,-177.186,+0.239,-0.165,-0.797,+00.2190,+00.4970,+10.0140,-00.000050,-00.000570,+00.000193
-026.029,+001.013,-177.183,+0.244,-0.154,-0.796,+00.1710,+00.4820,+09.9890,+00.000646,+00.000551,-00.001521
-026.024,+001.009,-177.184,+0.242,-0.164,-0.794,+00.1810,+00.4960,+10.0250,+00.000423,+00.000827,-00.000191
-026.041,+001.013,-177.176,+0.244,-0.166,-0.796,+00.1640,+00.5220,+10.0310,-00.000864,-00.000678,-00.000184
-026.048,+001.013,-177.175,+0.240,-0.167,-0.800,+00.1750,+00.5100,+10.0270,-00.000357,-00.000325,+00.000846
-026.052,+001.008,-177.176,+0.241,-0.165,-0.795,+00.1710,+00.4920,+10.0430,-00.001720,+00.000420,+00.000107
-026.066,+001.004,-177.181,+0.242,-0.172,-0.796,+00.1630,+00.4780,+10.0240,+00.000039,+00.000875,-00.000690
-026.070,+001.012,-177.176,+0.244,-0.164,-0.796,+00.1630,+00.5080,+10.0210,+00.000060,-00.001492,+00.000273
-026.080,+001.010,-177.175,+0.242,-0.160,-0.798,+00.1720,+00.4930,+10.0400,-00.000366,-00.000085,+00.000508
-026.082,+001.007,-177.173,+0.240,-0.170,-0.795,+00.1590,+00.4890,+10.0010,+00.000483,+00.000077,-00.001240
-026.096,+001.009,-177.171,+0.238,-0.166,-0.799,+00.2040,+00.4970,+10.0320,-00.000284,+00.000932,+00.001656
-026.078,+001.006,-177.173,+0.242,-0.164,-0.793,+00.1780,+00.4890,+10.0370,+00.000249,-00.000442,+00.000399
-026.050,+001.009,-177.172,+0.247,-0.163,-0.797,+00.1880,+00.4930,+10.0300,+00.001001,-00.000971,+00.000496
-026.039,+001.008,-177.170,+0.242,-0.148,-0.800,+00.1770,+00.5030,+09.9800,+00.000640,-00.000369,+00.000701
-026.058,+001.009,-177.173,+0.239,-0.156,-0.795,+00.1620,+00.5040,+10.0110,+00.000170,+00.000704,-00.000001
-026.063,+001.010,-177.176,+0.243,-0.157,-0.794,+00.1950,+00.4680,+10.0170,-00.000569,-00.000790,+00.000875
-026.066,+001.009,-177.179,+0.243,-0.169,-0.794,+00.1690,+00.4860,+10.0320,+00.000651,+00.000762,+00.002515
-026.078,+000.999,-177.177,+0.247,-0.158,-0.795,+00.2000,+00.4990,+10.0050,-00.000861,+00.000058,+00.000510
-026.070,+000.992,-177.178,+0.239,-0.167,-0.789,+00.1590,+00.5000,+10.0330,+00.000692,+00.000227,-00.000758
-026.091,+000.992,-177.181,+0.242,-0.171,-0.798,+00.1860,+00.4720,+10.0130,-00.000209,+00.000447,-00.000604
-026.102,+001.003,-177.179,+0.240,-0.152,-0.791,+00.1650,+00.4990,+10.0190,+00.000154,+00.000111,+00.000596
-026.105,+001.000,-177.182,+0.243,-0.168,-0.792,+00.1710,+00.4780,+10.0460,-00.003310,-00.002310,-00.000854
-026.122,+001.007,-177.181,+0.245,-0.147,-0.796,+00.1930,+00.5050,+10.0250,+00.001491,-00.000288,+00.000704
-026.122,+001.002,-177.179,+0.238,-0.170,-0.793,+00.2080,+00.4810,+10.0600,-00.001127,-00.001176,-00.000434
-031.290,+001.320,-177.441,+0.226,-0.142,-0.793,+00.2610,+00.8450,+09.9840,+00.008166,+00.025794,+00.727082
-073.337,+001.810,-177.572,+0.188,+0.025,-0.784,+02.5760,+00.2670,+10.1780,-00.016065,+00.018783,+00.721555
-102.441,+001.384,-177.573,+0.242,+0.137,-0.777,+00.2210,+00.4050,+09.9690,+00.021743,+00.027815,+00.264511
-110.568,+001.221,-177.361,+0.272,+0.165,-0.773,+00.2790,+00.4740,+10.0180,+00.002682,+00.002192,+00.001677
-110.566,+001.288,-177.436,+0.269,+0.165,-0.772,+00.2100,+00.4390,+10.0440,+00.000371,+00.001083,-00.000480
-110.572,+001.280,-177.496,+0.271,+0.172,-0.770,+00.2240,+00.4350,+10.0290,-00.000462,-00.000027,-00.000321
-110.580,+001.276,-177.512,+0.271,+0.170,-0.770,+00.2340,+00.4460,+10.0540,+00.001394,+00.001365,+00.002280
-110.587,+001.268,-177.519,+0.270,+0.167,-0.770,+00.2340,+00.4380,+09.9740,-00.000752,+00.000236,-00.000072
-110.590,+001.267,-177.525,+0.273,+0.163,-0.770,+00.2300,+00.4250,+10.0170,+00.000176,+00.000204,+00.000598
-110.592,+001.272,-177.519,+0.268,+0.164,-0.772,+00.2470,+00.4270,+09.9980,+00.000110,-00.000864,-00.000056
-110.592,+001.278,-177.522,+0.271,+0.168,-0.772,+00.2310,+00.4390,+10.0010,-00.000288,+00.001477,+00.000965
-110.598,+001.269,-177.525,+0.275,+0.167,-0.768,+00.2390,+00.4420,+10.0180,-00.000235,-00.000413,+00.000469
-110.599,+001.265,-177.525,+0.268,+0.169,-0.767,+00.2160,+00.4340,+10.0050,+00.000150,-00.000722,+00.000391
-110.599,+001.261,-177.531,+0.268,+0.165,-0.769,+00.2350,+00.4610,+10.0200,-00.000022,-00.000093,-00.000177
-110.595,+001.260,-177.536,+0.274,+0.161,-0.775,+00.2280,+00.4420,+10.0480,-00.000464,+00.000197,-00.000215
-110.588,+001.266,-177.532,+0.271,+0.177,-0.770,+00.2230,+00.4270,+10.0180,-00.000160,+00.000160,+00.001492
-110.586,+001.267,-177.527,+0.274,+0.165,-0.780,+00.2300,+00.4300,+10.0110,-00.000181,-00.000219,+00.000026
-110.580,+001.267,-177.524,+0.270,+0.170,-0.776,+00.2160,+00.4510,+10.0010,-00.000361,-00.000148,-00.000239
-110.244,+001.274,-177.521,+0.270,+0.165,-0.769,+00.2180,+00.4320,+09.9990,+00.000160,+00.000995,+00.000008
-110.067,+001.271,-177.521,+0.273,+0.165,-0.775,+00.2110,+00.4370,+10.0210,+00.000131,+00.000478,-00.001286
-110.054,+001.265,-177.520,+0.269,+0.160,-0.769,+00.2160,+00.4360,+10.0090,+00.001904,+00.000199,+00.001037
-110.037,+001.268,-177.522,+0.268,+0.184,-0.775,+00.2370,+00.4250,+09.9980,-00.001193,+00.000480,-00.000593
-110.011,+001.262,-177.522,+0.271,+0.175,-0.778,+00.2320,+00.4280,+10.0260,+00.000451,+00.000112,+00.000595
-109.989,+001.261,-177.523,+0.273,+0.166,-0.777,+00.2270,+00.4220,+10.0010,-00.000055,+00.000152,-00.000010
-109.968,+001.259,-177.518,+0.271,+0.163,-0.776,+00.2270,+00.4340,+10.0220,-00.001741,-00.000030,-00.000730
-109.940,+001.267,-177.521,+0.270,+0.169,-0.776,+00.2000,+00.4160,+10.0490,+00.000132,+00.000561,-00.001009
-109.919,+001.267,-177.525,+0.277,+0.164,-0.773,+00.2240,+00.4370,+09.9950,+00.000050,-00.000004,+00.000697
-109.895,+001.270,-177.525,+0.272,+0.168,-0.770,+00.2370,+00.4230,+10.0320,+00.000829,-00.000111,+00.000578
-109.863,+001.263,-177.521,+0.273,+0.164,-0.768,+00.2250,+00.4270,+09.9850,+00.000872,+00.000354,-00.000935
-109.832,+001.268,-177.522,+0.273,+0.166,-0.770,+00.2300,+00.4420,+10.0440,-00.000450,-00.000102,-00.000687
-109.799,+001.258,-177.523,+0.274,+0.176,-0.768,+00.2200,+00.4410,+10.0070,+00.000379,+00.000682,-00.000271
-109.763,+001.257,-177.522,+0.269,+0.170,-0.771,+00.2100,+00.4280,+10.0020,-00.000845,+00.000436,-00.001144
-109.726,+001.265,-177.523,+0.270,+0.163,-0.765,+00.2110,+00.4410,+10.0060,+00.001424,-00.000795,+00.001118
-109.691,+001.270,-177.522,+0.275,+0.183,-0.773,+00.2170,+00.4300,+10.0190,-00.000013,-00.000037,+00.000439
-109.649,+001.268,-177.522,+0.269,+0.163,-0.769,+00.2220,+00.4510,+10.0270,+00.000831,-00.000407,-00.000627
-109.606,+001.270,-177.527,+0.272,+0.161,-0.774,+00.2240,+00.4260,+10.0000,-00.000796,+00.000022,-00.000199
-109.558,+001.271,-177.526,+0.270,+0.163,-0.772,+00.2380,+00.4290,+10.0540,+00.000349,-00.000296,+00.001286
-109.512,+001.274,-177.532,+0.271,+0.165,-0.774,+00.2370,+00.4390,+10.0060,-00.000752,-00.000467,+00.000814
-109.463,+001.272,-177.530,+0.269,+0.165,-0.765,+00.2440,+00.4230,+09.9950,-00.000703,+00.001216,-00.000256
-109.409,+001.269,-177.528,+0.272,+0.166,-0.763,+00.2310,+00.4270,+10.0200,-00.000726,-00.000366,+00.000190
-109.354,+001.265,-177.528,+0.272,+0.167,-0.786,+00.2170,+00.4260,+10.0080,-00.000073,+00.001695,-00.000388
-109.297,+001.269,-177.522,+0.270,+0.165,-0.769,+00.2390,+00.4360,+10.0250,-00.000016,-00.000704,-00.000136
-109.236,+001.274,-177.520,+0.272,+0.165,-0.772,+00.2410,+00.4380,+10.0120,+00.000336,-00.000221,+00.000179
-109.178,+001.275,-177.523,+0.271,+0.161,-0.772,+00.2230,+00.4550,+10.0190,-00.000317,+00.000530,-00.001360
-109.116,+001.273,-177.526,+0.275,+0.176,-0.771,+00.2170,+00.4490,+10.0170,+00.000339,+00.001076,+00.001150
-109.047,+001.269,-177.527,+0.268,+0.160,-0.774,+00.2320,+00.4320,+10.0150,-00.000812,+00.001356,+00.000074
-108.980,+001.265,-177.527,+0.268,+0.162,-0.771,+00.2030,+00.4160,+10.0220,-00.000750,+00.000081,+00.000429
-108.908,+001.267,-177.523,+0.270,+0.165,-0.769,+00.2460,+00.4590,+10.0240,+00.000637,-00.000301,+00.000865
-108.837,+001.266,-177.523,+0.271,+0.160,-0.772,+00.2270,+00.4290,+10.0010,-00.000362,+00.000224,-00.000226
-108.761,+001.259,-177.531,+0.272,+0.163,-0.774,+00.2260,+00.4330,+10.0470,-00.000072,-00.000910,-00.000162
-108.679,+001.263,-177.525,+0.273,+0.164,-0.771,+00.2140,+00.4210,+10.0110,-00.000426,+00.000634,-00.000010
-108.599,+001.267,-177.530,+0.271,+0.162,-0.776,+00.2160,+00.4400,+10.0040,+00.000173,-00.000191,+00.000558
-108.512,+001.264,-177.528,+0.270,+0.168,-0.767,+00.2140,+00.4400,+09.9650,-00.000557,+00.000389,-00.000503
-108.423,+001.267,-177.522,+0.273,+0.171,-0.772,+00.2350,+00.4320,+10.0220,+00.001140,-00.000169,+00.000587
-108.329,+001.269,-177.529,+0.271,+0.171,-0.765,+00.2170,+00.4320,+09.9980,+00.000035,+00.000250,+00.000714
-108.236,+001.266,-177.525,+0.266,+0.169,-0.775,+00.2050,+00.4170,+09.9930,+00.001270,+00.001251,+00.002271
-108.137,+001.266,-177.527,+0.266,+0.164,-0.769,+00.2290,+00.4290,+10.0380,-00.000415,+00.000126,-00.000975
-108.038,+001.272,-177.527,+0.268,+0.164,-0.771,+00.2200,+00.4520,+10.0280,+00.000562,+00.000400,+00.000931
-107.937,+001.273,-177.529,+0.270,+0.165,-0.770,+00.2200,+00.4380,+10.0300,-00.001488,-00.001396,-00.000264
-107.828,+001.270,-177.520,+0.269,+0.167,-0.763,+00.2380,+00.4160,+09.9750,+00.000112,-00.000661,+00.000031
-107.722,+001.266,-177.524,+0.269,+0.162,-0.770,+00.1900,+00.4120,+10.0030,-00.001132,-00.000859,-00.000180
-107.608,+001.262,-177.521,+0.271,+0.168,-0.767,+00.2430,+00.4430,+10.0110,+00.000357,+00.000232,+00.000020
-107.493,+001.268,-177.525,+0.272,+0.175,-0.767,+00.2410,+00.4240,+09.9850,+00.000724,+00.000781,-00.000952
-107.373,+001.269,-177.523,+0.270,+0.164,-0.778,+00.2230,+00.4130,+10.0270,-00.000964,+00.000151,-00.000990
-107.251,+001.263,-177.533,+0.265,+0.168,-0.775,+00.2290,+00.4310,+10.0230,-00.001301,+00.000426,-00.000204
-107.127,+001.265,-177.529,+0.268,+0.164,-0.769,+00.2210,+00.4250,+09.9950,-00.000517,+00.000225,-00.001759
-106.998,+001.271,-177.532,+0.271,+0.163,-0.777,+00.2050,+00.4500,+10.0380,+00.000247,+00.000204,-00.000101
-106.864,+001.265,-177.531,+0.268,+0.167,-0.769,+00.2240,+00.4210,+10.0160,+00.000248,-00.001625,+00.000395
-106.730,+001.266,-177.524,+0.269,+0.163,-0.767,+00.2080,+00.4250,+10.0300,+00.000165,-00.000868,-00.000567
-106.595,+001.266,-177.525,+0.271,+0.162,-0.776,+00.2070,+00.4420,+10.0420,-00.000295,+00.001291,+00.000613
-106.447,+001.272,-177.529,+0.270,+0.165,-0.772,+00.2420,+00.4200,+10.0250,+00.000988,+00.000300,+00.000491
-106.298,+001.272,-177.527,+0.269,+0.169,-0.772,+00.2060,+00.4360,+10.0060,-00.000839,-00.000795,-00.000840
-106.140,+001.276,-177.525,+0.271,+0.163,-0.768,+00.2270,+00.4300,+09.9950,-00.000147,-00.000972,+00.000009
-105.984,+001.276,-177.518,+0.274,+0.166,-0.771,+00.2260,+00.4250,+10.0430,-00.001098,+00.000269,-00.000339
-105.820,+001.277,-177.522,+0.271,+0.165,-0.774,+00.2020,+00.4360,+09.9980,+00.000081,+00.000112,-00.000738
-105.658,+001.276,-177.522,+0.266,+0.164,-0.769,+00.2450,+00.4350,+10.0410,+00.000078,+00.000549,-00.001649
-105.495,+001.275,-177.526,+0.272,+0.165,-0.770,+00.2110,+00.4340,+10.0360,-00.000768,-00.001398,-00.000497
-105.329,+001.275,-177.527,+0.273,+0.161,-0.780,+00.2160,+00.4370,+10.0090,-00.000046,-00.000088,+00.000248
-105.149,+001.274,-177.527,+0.270,+0.175,-0.774,+00.2110,+00.4140,+09.9960,-00.000159,+00.000977,-00.001281
-104.972,+001.274,-177.527,+0.273,+0.165,-0.784,+00.2170,+00.4090,+10.0080,-00.000066,+00.000646,-00.000686
-104.790,+001.274,-177.525,+0.273,+0.166,-0.774,+00.2210,+00.4330,+10.0150,-00.000249,-00.000032,-00.000308
-104.597,+001.278,-177.529,+0.270,+0.165,-0.772,+00.2460,+00.4290,+10.0350,+00.001507,-00.000268,+00.000659
-104.412,+001.273,-177.526,+0.274,+0.168,-0.780,+00.2490,+00.4220,+09.9950,+00.000205,-00.000811,-00.001508
-104.222,+001.275,-177.518,+0.279,+0.162,-0.783,+00.2250,+00.4350,+10.0440,+00.000602,-00.001591,+00.000391
-104.020,+001.270,-177.523,+0.268,+0.169,-0.773,+00.1970,+00.4520,+09.9770,-00.000728,+00.000263,-00.000919
-103.819,+001.272,-177.523,+0.271,+0.172,-0.772,+00.2100,+00.4420,+09.9990,+00.000282,-00.001986,-00.001137
-103.612,+001.277,-177.523,+0.266,+0.164,-0.769,+00.2380,+00.4530,+10.0450,+00.000168,-00.000699,-00.000947
-103.398,+001.271,-177.525,+0.269,+0.164,-0.774,+00.2080,+00.4520,+10.0260,-00.000131,+00.000102,-00.001653
-103.181,+001.271,-177.523,+0.268,+0.169,-0.775,+00.2340,+00.4370,+10.0420,+00.000131,-00.000039,-00.000312
-102.962,+001.262,-177.527,+0.272,+0.180,-0.763,+00.2310,+00.4440,+10.0220,+00.000208,-00.000122,-00.001245
-102.737,+001.266,-177.526,+0.272,+0.163,-0.774,+00.2270,+00.4210,+10.0210,+00.000760,-00.001237,+00.000090
-102.505,+001.261,-177.532,+0.267,+0.174,-0.773,+00.2120,+00.4470,+10.0330,+00.000516,+00.000847,+00.000136
-102.269,+001.261,-177.527,+0.272,+0.171,-0.768,+00.2310,+00.4400,+10.0170,+00.000297,-00.000120,+00.000175
-102.026,+001.266,-177.522,+0.270,+0.177,-0.769,+00.2150,+00.4430,+10.0240,-00.000338,-00.000044,-00.001810
-101.779,+001.266,-177.525,+0.269,+0.167,-0.781,+00.2250,+00.4390,+09.9490,+00.000787,+00.001037,+00.000256
-101.528,+001.269,-177.525,+0.276,+0.174,-0.778,+00.2230,+00.4380,+10.0280,-00.000363,-00.001549,-00.001909
-101.271,+001.269,-177.523,+0.271,+0.167,-0.774,+00.2180,+00.4360,+09.9940,+00.000157,+00.000002,-00.001600
-101.013,+001.268,-177.525,+0.270,+0.172,-0.774,+00.2230,+00.4430,+10.0420,-00.000818,+00.000508,+00.000098
-100.747,+001.267,-177.524,+0.270,+0.165,-0.769,+00.2330,+00.4150,+09.9920,-00.000481,+00.000476,-00.000993
-100.477,+001.266,-177.523,+0.269,+0.175,-0.769,+00.2200,+00.4510,+09.9870,-00.000190,-00.001076,-00.001559
-100.203,+001.269,-177.523,+0.272,+0.163,-0.772,+00.1970,+00.4330,+10.0350,-00.000226,+00.000253,-00.001292
-099.927,+001.266,-177.524,+0.270,+0.160,-0.772,+00.2140,+00.4510,+10.0600,+00.000325,-00.000232,-00.001013
-099.635,+001.264,-177.524,+0.270,+0.163,-0.770,+00.2320,+00.4400,+10.0000,+00.000557,-00.000980,-00.000407
-099.347,+001.261,-177.529,+0.274,+0.166,-0.782,+00.1960,+00.4350,+09.9840,-00.000093,+00.001729,-00.001394
-099.053,+001.265,-177.529,+0.270,+0.162,-0.770,+00.2170,+00.4430,+10.0160,-00.001383,+00.000311,-00.000264
-098.753,+001.268,-177.527,+0.271,+0.173,-0.772,+00.2230,+00.4180,+10.0090,+00.000717,-00.000847,-00.000431
-098.445,+001.270,-177.529,+0.270,+0.163,-0.772,+00.2150,+00.4430,+10.0070,-00.002153,-00.000911,-00.001299
-098.134,+001.272,-177.524,+0.270,+0.167,-0.778,+00.2130,+00.4400,+10.0380,-00.001051,+00.000565,-00.000211
-097.826,+001.267,-177.528,+0.269,+0.163,-0.769,+00.2220,+00.4230,+09.9670,+00.001940,+00.000773,-00.001782
-097.500,+001.270,-177.529,+0.271,+0.163,-0.774,+00.2230,+00.4340,+10.0170,+00.000719,-00.000242,-00.001860
-097.175,+001.269,-177.528,+0.275,+0.173,-0.773,+00.2430,+00.4000,+10.0260,-00.000942,+00.000413,-00.001741
-096.842,+001.266,-177.528,+0.271,+0.162,-0.777,+00.2130,+00.4280,+10.0340,+00.001237,-00.000892,-00.001416
-096.510,+001.271,-177.531,+0.272,+0.165,-0.770,+00.2170,+00.4340,+09.9680,-00.000679,-00.000343,-00.000187
-095.735,+001.272,-177.527,+0.271,+0.163,-0.768,+00.2370,+00.4240,+10.0330,-00.000370,-00.001670,-00.000933
-094.621,+001.271,-177.526,+0.273,+0.166,-0.775,+00.2110,+00.4590,+10.0350,+00.001183,-00.001387,-00.001701
-093.498,+001.271,-177.524,+0.266,+0.169,-0.773,+00.2270,+00.4520,+10.0290,+00.000854,-00.000519,-00.002158
-092.374,+001.266,-177.524,+0.271,+0.168,-0.767,+00.2210,+00.4440,+10.0170,-00.000978,-00.000026,-00.000385
-091.237,+001.266,-177.523,+0.267,+0.164,-0.771,+00.2030,+00.4400,+09.9980,+00.001000,-00.000086,-00.002404
-090.105,+001.269,-177.524,+0.269,+0.178,-0.780,+00.2220,+00.4430,+10.0210,-00.000539,-00.000528,-00.001794
-088.965,+001.271,-177.533,+0.274,+0.166,-0.781,+00.2260,+00.4240,+10.0180,-00.000679,+00.000141,-00.001941
-087.820,+001.269,-177.522,+0.276,+0.165,-0.782,+00.2090,+00.4410,+09.9900,+00.000444,+00.000574,-00.001999
-086.666,+001.268,-177.521,+0.270,+0.162,-0.774,+00.2120,+00.4180,+10.0250,+00.000550,+00.000785,-00.002347
-085.505,+001.273,-177.528,+0.270,+0.165,-0.770,+00.2290,+00.4270,+10.0090,-00.001462,-00.000020,-00.002780
-084.340,+001.265,-177.533,+0.271,+0.167,-0.772,+00.2120,+00.4450,+09.9940,-00.000245,+00.000745,-00.001972
-083.173,+001.260,-177.529,+0.268,+0.165,-0.771,+00.2380,+00.4360,+10.0340,+00.000046,-00.000351,-00.002692
-081.988,+001.262,-177.527,+0.271,+0.160,-0.777,+00.2310,+00.4450,+10.0330,+00.000181,+00.000978,-00.002575
-080.803,+001.264,-177.523,+0.267,+0.167,-0.773,+00.2370,+00.4420,+09.9910,-00.000427,+00.000211,-00.001922
-079.611,+001.269,-177.518,+0.271,+0.160,-0.772,+00.2390,+00.4350,+09.9960,+00.000505,+00.000371,-00.002370
-078.416,+001.271,-177.521,+0.267,+0.158,-0.762,+00.2260,+00.4380,+10.0250,+00.000542,+00.001003,-00.003617
-077.215,+001.273,-177.521,+0.268,+0.171,-0.775,+00.2240,+00.4210,+09.9890,-00.001019,+00.000706,-00.003361
-076.005,+001.276,-177.519,+0.268,+0.165,-0.771,+00.2070,+00.4270,+10.0020,-00.000455,-00.000127,-00.001879
-074.794,+001.275,-177.528,+0.271,+0.165,-0.767,+00.2250,+00.4320,+09.9900,-00.000265,-00.000652,-00.002381
-073.571,+001.276,-177.529,+0.271,+0.165,-0.777,+00.1960,+00.4460,+10.0270,+00.001197,-00.000691,-00.004220
-072.348,+001.273,-177.527,+0.272,+0.168,-0.772,+00.2280,+00.4280,+10.0120,-00.000245,+00.000199,-00.002891
-071.115,+001.278,-177.526,+0.272,+0.166,-0.765,+00.2280,+00.4450,+10.0130,+00.000187,+00.000563,-00.003519
-069.877,+001.272,-177.528,+0.270,+0.165,-0.769,+00.2200,+00.4420,+10.0030,-00.002046,+00.001029,-00.003067
-068.635,+001.268,-177.527,+0.272,+0.182,-0.770,+00.2160,+00.4180,+10.0350,-00.001511,+00.000330,-00.002879
-067.389,+001.270,-177.520,+0.272,+0.158,-0.775,+00.2280,+00.4070,+09.9960,-00.000127,-00.000679,-00.003869
-066.132,+001.270,-177.525,+0.272,+0.170,-0.770,+00.1910,+00.4480,+10.0010,+00.000236,-00.000214,-00.004107
-064.875,+001.267,-177.519,+0.270,+0.165,-0.769,+00.2420,+00.4310,+10.0190,+00.000543,-00.000506,-00.003718
-063.604,+001.270,-177.524,+0.268,+0.165,-0.769,+00.2200,+00.4000,+10.0360,+00.000521,+00.000873,-00.004601
-062.335,+001.269,-177.517,+0.270,+0.163,-0.763,+00.2450,+00.4330,+10.0130,+00.000167,-00.000171,-00.004242
-061.054,+001.270,-177.521,+0.272,+0.170,-0.768,+00.2250,+00.4290,+10.0120,+00.000322,+00.000024,-00.004373
-059.771,+001.270,-177.523,+0.266,+0.160,-0.764,+00.1930,+00.4410,+10.0630,-00.000235,+00.001032,-00.003777
-058.475,+001.270,-177.521,+0.267,+0.164,-0.767,+00.2130,+00.4410,+09.9800,+00.000191,-00.000116,-00.004407
-057.180,+001.265,-177.524,+0.274,+0.179,-0.766,+00.2270,+00.4440,+09.9990,+00.000378,-00.001165,-00.005964
-055.878,+001.269,-177.518,+0.268,+0.162,-0.765,+00.2240,+00.4190,+09.9930,-00.000293,-00.000449,-00.004882
-054.575,+001.266,-177.517,+0.268,+0.165,-0.764,+00.2350,+00.4440,+09.9930,+00.001207,-00.000873,-00.005930
-053.262,+001.266,-177.517,+0.272,+0.182,-0.770,+00.2180,+00.4250,+10.0230,-00.000236,-00.000615,-00.005314
-051.946,+001.272,-177.514,+0.270,+0.163,-0.772,+00.2230,+00.4400,+10.0490,-00.000276,-00.000321,-00.005042
-050.623,+001.273,-177.516,+0.269,+0.157,-0.779,+00.2180,+00.4090,+10.0160,-00.000301,-00.000460,-00.004195
-049.297,+001.281,-177.524,+0.272,+0.173,-0.767,+00.2070,+00.4480,+10.0100,-00.000182,-00.000934,-00.006068
-047.961,+001.277,-177.524,+0.271,+0.170,-0.763,+00.2410,+00.4570,+10.0100,-00.000466,-00.000171,-00.005321
-046.615,+001.280,-177.529,+0.267,+0.160,-0.767,+00.2240,+00.4180,+10.0250,-00.001177,-00.000456,-00.004074
-045.267,+001.276,-177.528,+0.272,+0.165,-0.770,+00.2150,+00.4230,+09.9920,+00.000102,-00.000077,-00.005124
-043.910,+001.276,-177.526,+0.273,+0.183,-0.772,+00.2050,+00.4310,+10.0060,+00.000503,+00.000331,-00.006406
-042.550,+001.277,-177.526,+0.270,+0.168,-0.763,+00.2120,+00.4350,+10.0090,-00.001352,-00.000070,-00.006460
-041.180,+001.297,-177.537,+0.271,+0.170,-0.763,+00.1720,+00.5200,+10.1300,-00.013355,-00.016084,-00.006587
-039.804,+001.271,-177.514,+0.270,+0.160,-0.767,+00.2350,+00.4050,+09.9780,-00.012906,-00.006838,-00.005943
-052.589,+001.066,-177.453,+0.307,+0.210,-0.757,+00.1170,+00.3970,+10.0360,+00.014751,+00.041516,+00.710294
-110.710,+000.884,-177.546,+0.642,+0.334,-0.736,-00.5100,+00.1470,+09.9810,+00.020930,+00.047569,+00.918994
-129.010,+001.187,-177.789,+0.803,+0.263,-0.751,+00.1490,-00.0470,+10.5390,-00.119189,-00.160138,-00.391540
-126.200,+000.916,-177.680,+0.793,+0.274,-0.759,+00.1340,+00.3840,+10.0310,-00.001435,-00.000527,-00.006581
-125.398,+000.917,-177.694,+0.792,+0.272,-0.756,+00.1590,+00.3960,+09.9830,-00.001084,-00.000178,-00.005857
-124.565,+000.889,-177.752,+0.793,+0.284,-0.756,+00.1540,+00.3820,+10.0220,-00.000111,-00.001586,-00.005138
-123.700,+000.880,-177.778,+0.787,+0.272,-0.758,+00.1580,+00.3870,+10.0250,-00.000475,-00.000052,-00.007341
-122.814,+000.878,-177.784,+0.789,+0.264,-0.756,+00.1610,+00.4020,+10.0240,-00.001427,+00.000800,-00.005894
-121.907,+000.876,-177.788,+0.793,+0.277,-0.750,+00.1630,+00.3860,+10.0500,+00.000248,-00.000311,-00.006470
-120.990,+000.874,-177.787,+0.792,+0.278,-0.759,+00.1640,+00.3810,+10.0260,-00.000011,-00.000007,-00.008514
